model,task,sample_idx,metric,seq_len_tokens,seq_len_chars,token_entropy,gzip_ratio,unique_token_ratio,question_position,newline_density,score_c0,cr_c0,kv_bytes_c0,kv_bytes_fp16_c0,score_c1,cr_c1,kv_bytes_c1,kv_bytes_fp16_c1,score_c2,cr_c2,kv_bytes_c2,kv_bytes_fp16_c2,score_c3,cr_c3,kv_bytes_c3,kv_bytes_fp16_c3,score_c4,cr_c4,kv_bytes_c4,kv_bytes_fp16_c4,score_c5,cr_c5,kv_bytes_c5,kv_bytes_fp16_c5,best_quality_config,best_quality_score,best_iso_tau_0.99,best_iso_tau_0.95,best_iso_tau_0.90
llama31_8b,passage_count,6,count,16511,78503,9.2245,0.2217,0.1368,0.0035,0.001,0.0,1.0,983171072.0,983171072.0,0.0,39.992,24584192.0,983171072.0,0.0,4.6133,213116273.7,983171072.0,0.0,3.4098,288337920.0,983171072.0,0.0,7.318,134348800.0,983171072.0,0.0,7.318,134348800.0,983171072.0,C0,0.0,C1,C1,C1
llama31_8b,passage_count,7,count,12868,60783,9.2372,0.2047,0.1543,0.0045,0.0012,0.0,1.0,983171072.0,983171072.0,0.0,39.992,24584192.0,983171072.0,0.0,4.6118,213185028.4,983171072.0,0.0,3.4098,288337920.0,983171072.0,0.0,7.318,134348800.0,983171072.0,0.0,7.318,134348800.0,983171072.0,C0,0.0,C1,C1,C1
llama31_8b,passage_count,8,count,17307,79574,8.6588,0.0863,0.0581,0.0034,0.001,0.0,1.0,983171072.0,983171072.0,0.0,39.992,24584192.0,983171072.0,0.0,4.5997,213747749.5,983171072.0,0.0,3.4098,288337920.0,983171072.0,0.0,7.318,134348800.0,983171072.0,0.0,7.318,134348800.0,983171072.0,C0,0.0,C1,C1,C1
llama31_8b,passage_count,9,count,11552,54444,8.5926,0.1037,0.0848,0.005,0.001,1.0,1.0,983171072.0,983171072.0,1.0,39.992,24584192.0,983171072.0,1.0,4.6014,213669692.1,983171072.0,1.0,3.4098,288337920.0,983171072.0,1.0,7.318,134348800.0,983171072.0,1.0,7.318,134348800.0,983171072.0,C0,1.0,C1,C1,C1
llama31_8b,passage_count,10,count,18085,82268,8.7851,0.1413,0.0849,0.7675,0.0011,0.0,1.0,984875008.0,984875008.0,0.0,39.992,24584192.0,983171072.0,0.0625,4.6037,214415791.2,987103232.0,0.0,3.3763,292401152.0,987234304.0,0.0,7.2389,136052736.0,984875008.0,0.0,7.2389,136052736.0,984875008.0,C2,0.0625,C1,C1,C1
llama31_8b,passage_count,11,count,12795,58382,9.4539,0.3231,0.2034,0.3194,0.0011,0.0,1.0,984875008.0,984875008.0,0.0,39.992,24584192.0,983171072.0,0.0,4.6219,213570590.4,987103232.0,0.0,3.3956,290041856.0,984875008.0,0.0,7.2389,136052736.0,984875008.0,0.0,7.2389,136052736.0,984875008.0,C0,0.0,C1,C1,C1
llama31_8b,passage_count,12,count,9166,40044,8.7163,0.1457,0.1233,0.0068,0.0014,0.0,1.0,983171072.0,983171072.0,0.0,39.992,24584192.0,983171072.0,0.0,4.5999,213737097.4,983171072.0,0.0,3.4098,288337920.0,983171072.0,0.0,7.318,134348800.0,983171072.0,0.0,7.318,134348800.0,983171072.0,C0,0.0,C1,C1,C1
llama31_8b,passage_count,13,count,17204,73884,8.4383,0.0728,0.0545,0.0037,0.0012,0.0,1.0,983171072.0,983171072.0,0.0,39.992,24584192.0,983171072.0,0.0,4.5909,214155562.4,983171072.0,0.0,3.4098,288337920.0,983171072.0,0.0,7.318,134348800.0,983171072.0,0.0,7.318,134348800.0,983171072.0,C0,0.0,C1,C1,C1
llama31_8b,passage_count,14,count,17229,75746,9.6663,0.2807,0.1846,0.9876,0.0013,0.0,1.0,984875008.0,984875008.0,0.0,37.4646,26288128.0,984875008.0,0.0,4.6163,212977970.8,983171072.0,0.0,3.3956,290041856.0,984875008.0,0.0,7.2389,136052736.0,984875008.0,0.0,7.2389,136052736.0,984875008.0,C0,0.0,C1,C1,C1
llama31_8b,passage_count,15,count,7714,35076,9.0484,0.2584,0.2092,0.0078,0.0013,0.0,1.0,983171072.0,983171072.0,0.0,39.992,24584192.0,983171072.0,0.0,4.6124,213554551.4,985006080.0,0.0,3.4098,288337920.0,983171072.0,0.0,7.318,134348800.0,983171072.0,0.0,7.318,134348800.0,983171072.0,C0,0.0,C1,C1,C1
llama31_8b,passage_count,16,count,11199,53076,9.0566,0.2223,0.182,0.0051,0.0011,0.0,1.0,984875008.0,984875008.0,0.0,39.992,24584192.0,983171072.0,0.0,4.6102,213602521.0,984743936.0,0.0,3.4098,288337920.0,983171072.0,0.0,7.2389,136052736.0,984875008.0,0.0,7.2389,136052736.0,984875008.0,C0,0.0,C1,C1,C1
llama31_8b,passage_count,17,count,16775,73969,8.6787,0.0915,0.0625,0.0037,0.001,1.0,1.0,983171072.0,983171072.0,1.0,39.992,24584192.0,983171072.0,1.0,4.6011,213683884.4,983171072.0,1.0,3.4098,288337920.0,983171072.0,1.0,7.318,134348800.0,983171072.0,1.0,7.318,134348800.0,983171072.0,C0,1.0,C1,C1,C1
llama31_8b,passage_count,18,count,17101,75663,9.6157,0.3241,0.1894,0.6176,0.0011,0.0,1.0,984875008.0,984875008.0,0.0,39.992,24584192.0,983171072.0,0.0,4.6165,213367099.4,985006080.0,0.0,3.3956,290041856.0,984875008.0,0.0,7.2389,136052736.0,984875008.0,0.0,7.2389,136052736.0,984875008.0,C0,0.0,C1,C1,C1
llama31_8b,passage_count,19,count,15851,72937,9.4437,0.2935,0.1766,0.7509,0.001,0.0,1.0,983171072.0,983171072.0,0.0,39.992,24584192.0,983171072.0,0.0,4.608,213361129.8,983171072.0,0.0,3.4098,288337920.0,983171072.0,0.0,7.318,134348800.0,983171072.0,0.0,7.318,134348800.0,983171072.0,C0,0.0,C1,C1,C1
llama31_8b,qasper,0,qa_f1,3999,20581,8.4397,0.355,0.2751,0.9995,0.0033,0.294118,1.0,533069824.0,533069824.0,0.352941,18.2097,29302784.0,533594112.0,0.285714,4.5762,116287334.4,532152320.0,0.27027,3.3428,159508096.0,533200896.0,0.277778,3.8343,139198464.0,533725184.0,0.27027,3.8316,139329536.0,533856256.0,C1,0.352941,C1,C1,C1
llama31_8b,qasper,1,qa_f1,4592,22074,8.697,0.3531,0.248,0.9995,0.0028,0.48,1.0,610009088.0,610009088.0,0.333333,23.4761,25894912.0,607911936.0,0.48,4.5945,132770164.8,610009088.0,0.48,3.3624,181421952.0,610009088.0,0.5,4.4314,137625600.0,609878016.0,0.5,4.4314,137625600.0,609878016.0,C4,0.5,C2,C2,C2
llama31_8b,qasper,2,qa_f1,3695,19082,8.4213,0.3517,0.2658,0.9995,0.0018,0.166667,1.0,490471424.0,490471424.0,0.181818,19.2123,25501696.0,489947136.0,0.214286,4.582,108101113.9,495321088.0,0.166667,3.3827,144993824.0,490471424.0,0.166667,3.612,135790592.0,490471424.0,0.166667,3.612,135790592.0,490471424.0,C2,0.214286,C1,C1,C1
llama31_8b,qasper,3,qa_f1,3986,18806,8.7996,0.3728,0.2908,0.9995,0.003,0.352941,1.0,533463040.0,533463040.0,0.056338,13.1897,41230336.0,543817728.0,0.196078,4.594,115864275.9,532283392.0,0.25,3.325,160201632.0,532676608.0,0.232558,3.8489,137887744.0,530710528.0,0.208333,3.8354,138543104.0,531365888.0,C0,0.352941,C0,C0,C0
llama31_8b,qasper,4,qa_f1,6965,34512,8.6029,0.3301,0.2152,0.9997,0.0024,0.216216,1.0,920911872.0,920911872.0,0.206897,34.471,26681344.0,919732224.0,0.216216,4.6136,199609511.1,920911872.0,0.216216,3.3808,272392192.0,920911872.0,0.216216,6.6914,137625600.0,920911872.0,0.216216,6.6914,137625600.0,920911872.0,C0,0.216216,C4,C1,C1
llama31_8b,qasper,5,qa_f1,3573,16144,8.7414,0.393,0.2936,0.9994,0.0028,0.0,1.0,474742784.0,474742784.0,0.0,11.8768,41230336.0,489684992.0,0.0,4.5892,103447891.5,474742784.0,0.0,3.3774,140562624.0,474742784.0,0.0,3.4894,136052736.0,474742784.0,0.0,3.4894,136052736.0,474742784.0,C0,0.0,C1,C1,C1
llama31_8b,qasper,6,qa_f1,3628,16671,8.6023,0.3604,0.2696,0.9993,0.0027,0.45614,1.0,484704256.0,484704256.0,0.217391,16.21,29958144.0,485621760.0,0.238095,4.5839,105625774.6,484179968.0,0.45614,3.3342,145371872.0,484704256.0,0.3,3.5086,137887744.0,483786752.0,0.243902,3.4991,138412032.0,484311040.0,C0,0.45614,C3,C3,C3
llama31_8b,qasper,7,qa_f1,5496,27249,8.4002,0.3177,0.2174,0.9996,0.0029,0.0,1.0,725090304.0,725090304.0,0.0,29.4942,24584192.0,725090304.0,0.0,4.5985,157678974.8,725090304.0,0.0,3.4084,212738016.0,725090304.0,0.0,5.3971,134348800.0,725090304.0,0.0,5.3971,134348800.0,725090304.0,C0,0.0,C1,C1,C1
llama31_8b,qasper,8,qa_f1,5733,27801,8.2917,0.2843,0.1833,0.9996,0.0023,1.0,1.0,756154368.0,756154368.0,1.0,30.7577,24584192.0,756154368.0,1.0,4.5996,164394116.0,756154368.0,1.0,3.4082,221863168.0,756154368.0,1.0,5.6283,134348800.0,756154368.0,1.0,5.6283,134348800.0,756154368.0,C0,1.0,C1,C1,C1
llama31_8b,qasper,9,qa_f1,5641,26744,8.7704,0.3251,0.2235,0.9996,0.0028,0.666667,1.0,744751104.0,744751104.0,0.666667,29.5073,25239552.0,744751104.0,0.666667,4.6118,161486432.4,744751104.0,0.666667,3.4015,218947008.0,744751104.0,0.666667,5.5165,135004160.0,744751104.0,0.666667,5.5165,135004160.0,744751104.0,C0,0.666667,C1,C1,C1
llama31_8b,qasper,10,qa_f1,7516,31417,8.7211,0.3318,0.1813,0.9997,0.0029,1.0,1.0,986710016.0,986710016.0,0.181818,36.9272,26681344.0,985268224.0,0.857143,4.617,213824918.1,987234304.0,1.0,3.3806,291876864.0,986710016.0,0.7,7.1676,137625600.0,986447872.0,0.608696,7.1384,138280960.0,987103232.0,C0,1.0,C3,C3,C3
llama31_8b,qasper,11,qa_f1,5368,25709,8.6888,0.3506,0.2472,0.9996,0.0031,0.533333,1.0,710017024.0,710017024.0,0.150538,17.5832,41230336.0,724959232.0,0.615385,4.6084,154014539.9,709754880.0,0.533333,3.3887,209524384.0,710017024.0,0.533333,5.2187,136052736.0,710017024.0,0.533333,5.2187,136052736.0,710017024.0,C2,0.615385,C4,C4,C4
llama31_8b,qasper,12,qa_f1,4438,22129,8.6527,0.3723,0.2684,0.9995,0.0026,0.139535,1.0,589561856.0,589561856.0,0.108108,21.8522,26943488.0,588775424.0,0.142857,4.5886,128427605.9,589299712.0,0.139535,3.3663,175138944.0,589561856.0,0.181818,4.2692,138280960.0,590348288.0,0.146341,4.3005,136970240.0,589037568.0,C4,0.181818,C2,C2,C2
llama31_8b,qasper,13,qa_f1,2962,14178,8.674,0.4034,0.3336,0.9993,0.0033,0.342857,1.0,396754944.0,396754944.0,0.0,9.9344,41230336.0,409600000.0,0.30303,4.5681,86737664.0,396230656.0,0.342857,3.3297,119155040.0,396754944.0,0.125,2.8808,137494528.0,396099584.0,0.294118,2.8737,138018816.0,396623872.0,C0,0.342857,C3,C3,C3
llama31_8b,qasper,14,qa_f1,7191,34064,8.8178,0.334,0.2043,0.9997,0.003,0.090909,1.0,950403072.0,950403072.0,0.060606,36.452,26025984.0,948699136.0,0.090909,4.6168,205856137.5,950403072.0,0.090909,3.3825,280974784.0,950403072.0,0.090909,6.9123,137494528.0,950403072.0,0.090909,6.9123,137494528.0,950403072.0,C0,0.090909,C4,C4,C4
llama31_8b,qasper,15,qa_f1,2722,13171,8.2975,0.3493,0.2686,0.9992,0.0029,0.37037,1.0,364511232.0,364511232.0,0.075472,9.1715,41230336.0,378142720.0,0.384615,4.5711,79685377.1,364249088.0,0.384615,3.3457,108869376.0,364249088.0,0.37037,2.6552,137232384.0,364380160.0,0.37037,2.6552,137232384.0,364380160.0,C2,0.384615,C2,C2,C2
llama31_8b,qasper,16,qa_f1,4948,22048,8.7302,0.3602,0.2381,0.9995,0.0025,0.363636,1.0,654704640.0,654704640.0,0.065934,16.248,41230336.0,669908992.0,0.666667,4.5964,142467358.0,654835712.0,0.363636,3.3917,193031360.0,654704640.0,0.333333,4.8177,135921664.0,654835712.0,0.333333,4.8177,135921664.0,654835712.0,C2,0.666667,C2,C2,C4
llama31_8b,qasper,17,qa_f1,6646,32756,8.892,0.3376,0.2231,0.9997,0.0027,0.567568,1.0,884998144.0,884998144.0,0.387097,28.806,30613504.0,881852416.0,0.4,4.6099,191181267.4,881328128.0,0.5,3.3397,264525792.0,883425280.0,0.508475,6.2623,140902400.0,882376704.0,0.508475,6.2623,140902400.0,882376704.0,C0,0.567568,C0,C0,C0
llama31_8b,qasper,18,qa_f1,2926,14962,8.1419,0.3369,0.2587,0.9993,0.0022,0.8,1.0,389414912.0,389414912.0,0.4,14.8333,26288128.0,389939200.0,0.8,4.5628,85346147.6,389414912.0,0.8,3.3807,115187552.0,389414912.0,0.8,2.8733,135528448.0,389414912.0,0.8,2.8733,135528448.0,389414912.0,C0,0.8,C2,C2,C2
llama31_8b,qasper,19,qa_f1,7947,39961,8.9078,0.3301,0.2101,0.9997,0.0019,0.105263,1.0,986447872.0,986447872.0,0.0,35.8986,27467776.0,986054656.0,0.066667,4.6171,214050123.5,988282880.0,0.105263,3.3827,291614720.0,986447872.0,0.210526,7.2031,136839168.0,985661440.0,0.210526,7.1912,137101312.0,985923584.0,C4,0.210526,C4,C4,C4
llama31_8b,qmsum,0,rouge_l,10012,41672,7.545,0.272,0.096,0.9911,0.0142,0.25,1.0,1003487232.0,1003487232.0,0.145985,22.2871,45031424.0,1003618304.0,0.258824,4.5983,218142285.1,1003094016.0,0.302326,3.2569,307867648.0,1002700800.0,0.130952,6.4788,154927104.0,1003749376.0,0.247059,6.3521,158597120.0,1007419392.0,C3,0.302326,C2,C5,C5
llama31_8b,qmsum,1,rouge_l,15843,56671,7.5127,0.2885,0.0787,0.9998,0.0097,0.339623,1.0,997982208.0,997982208.0,0.392157,34.4615,28647424.0,987234304.0,0.330275,4.6043,217831236.0,1002962944.0,0.339623,3.2921,303149056.0,997982208.0,0.43038,6.9304,143130624.0,991952896.0,0.447368,6.8606,144834560.0,993656832.0,C5,0.447368,C1,C1,C1
llama31_8b,qmsum,2,rouge_l,16874,60790,7.7147,0.308,0.0862,0.9999,0.0162,0.198198,1.0,997326848.0,997326848.0,0.3,31.1507,31793152.0,990380032.0,0.186441,4.6093,217540655.4,1002700800.0,0.183486,3.2871,303804416.0,998637568.0,0.212766,6.8819,144310272.0,993132544.0,0.222222,6.7007,148897792.0,997720064.0,C1,0.3,C1,C1,C1
llama31_8b,qmsum,3,rouge_l,26144,96263,7.5928,0.2853,0.0644,0.9999,0.0092,0.214876,1.0,999424000.0,999424000.0,0.229008,20.117,50143232.0,1008730112.0,0.267857,4.6102,216812239.0,999555072.0,0.177778,3.2398,310226944.0,1005060096.0,0.271845,6.8448,145227776.0,994050048.0,0.276423,6.6907,149159936.0,997982208.0,C5,0.276423,C1,C1,C1
llama31_8b,qmsum,4,rouge_l,5567,22945,7.3895,0.2929,0.1349,0.9996,0.0139,0.23622,1.0,747896832.0,747896832.0,0.242424,23.4184,31662080.0,741474304.0,0.2,4.5854,161673522.6,741343232.0,0.217391,3.2533,230335360.0,749338624.0,0.264463,5.0985,146407424.0,746455040.0,0.252252,5.1656,144048128.0,744095744.0,C4,0.264463,C1,C1,C1
llama31_8b,qmsum,5,rouge_l,16137,71346,8.5491,0.3307,0.1246,0.9975,0.0024,0.253731,1.0,1001127936.0,1001127936.0,0.231405,23.6729,42278912.0,1000865792.0,0.253521,4.6199,216984359.0,1002438656.0,0.25,3.2464,309309440.0,1004142592.0,0.225352,6.4742,155058176.0,1003880448.0,0.25,6.6608,149946368.0,998768640.0,C0,0.253731,C2,C5,C1
llama31_8b,qmsum,6,rouge_l,10011,41676,7.5453,0.2723,0.0959,0.9998,0.0142,0.253165,1.0,988151808.0,988151808.0,0.25,33.7132,29302784.0,987889664.0,0.253165,4.5975,214934430.1,988151808.0,0.3,3.3689,293318656.0,988151808.0,0.303797,7.1094,138936320.0,987758592.0,0.275,7.0922,139329536.0,988151808.0,C4,0.303797,C4,C1,C1
llama31_8b,qmsum,7,rouge_l,29990,143787,9.0664,0.3143,0.1189,0.9999,0.0028,0.356164,1.0,991690752.0,991690752.0,0.387097,31.2755,31662080.0,990248960.0,0.34,4.6161,216395246.8,998899712.0,0.342105,3.3262,298692608.0,993525760.0,0.354839,7.0467,140378112.0,989200384.0,0.322581,7.058,140115968.0,988938240.0,C1,0.387097,C1,C1,C1
llama31_8b,qmsum,8,rouge_l,18583,70557,7.8168,0.3149,0.0887,0.9932,0.0077,0.205405,1.0,1009254400.0,1009254400.0,0.266667,21.2834,47259648.0,1005846528.0,0.174419,4.6121,218061257.8,1005715456.0,0.160494,3.2512,308654080.0,1003487232.0,0.130178,6.4466,155844608.0,1004666880.0,0.181818,6.4788,154927104.0,1003749376.0,C1,0.266667,C1,C1,C1
llama31_8b,qmsum,9,rouge_l,13005,61340,8.4906,0.325,0.1366,0.9892,0.0021,0.255034,1.0,1003094016.0,1003094016.0,0.32,30.7824,32186368.0,990773248.0,0.266667,4.6166,216454967.5,999292928.0,0.281481,3.2792,304852992.0,999686144.0,0.258621,6.8395,145358848.0,994181120.0,0.225806,6.8237,145752064.0,994574336.0,C1,0.32,C1,C1,C1
llama31_8b,qmsum,10,rouge_l,10088,40796,7.2656,0.2594,0.0857,0.946,0.0161,0.260163,1.0,997720064.0,997720064.0,0.152542,26.1699,38084608.0,996671488.0,0.225806,4.5945,217098174.2,997457920.0,0.273381,3.2773,305115136.0,999948288.0,0.241935,6.731,148111360.0,996933632.0,0.285714,6.7057,148766720.0,997588992.0,C5,0.285714,C5,C5,C4
llama31_8b,qmsum,11,rouge_l,11253,40990,7.5729,0.3031,0.0953,0.9817,0.0086,0.21118,1.0,1013186560.0,1013186560.0,0.206186,27.4441,36249600.0,994836480.0,0.186667,4.6112,218186415.2,1006108672.0,0.248366,3.2136,313896960.0,1008730112.0,0.222222,6.5115,154009600.0,1002831872.0,0.219355,5.7688,177995776.0,1026818048.0,C3,0.248366,C4,C1,C1
llama31_8b,qmsum,12,rouge_l,8231,32494,7.1375,0.2571,0.0858,0.986,0.0146,0.277372,1.0,1004011520.0,1004011520.0,0.247934,25.1717,39657472.0,998244352.0,0.263889,4.5949,219049601.5,1006501888.0,0.304636,3.2247,312324096.0,1007157248.0,0.28125,6.5684,152436736.0,1001259008.0,0.321168,6.5731,152305664.0,1001127936.0,C5,0.321168,C5,C5,C5
llama31_8b,qmsum,13,rouge_l,12531,52225,7.631,0.2842,0.106,0.9998,0.0152,0.201835,1.0,994181120.0,994181120.0,0.277778,25.3325,39395328.0,997982208.0,0.299065,4.6077,216506380.4,997588992.0,0.218182,3.3181,299741184.0,994574336.0,0.169811,6.731,148111360.0,996933632.0,0.254237,6.6313,150732800.0,999555072.0,C2,0.299065,C1,C1,C1
llama31_8b,qmsum,14,rouge_l,18413,66906,7.5093,0.282,0.0679,0.9921,0.0104,0.168067,1.0,1002962944.0,1002962944.0,0.247619,27.1603,36642816.0,995229696.0,0.173077,4.6099,216088961.5,996147200.0,0.137405,3.2332,311144448.0,1005977600.0,0.180328,6.465,155320320.0,1004142592.0,0.23622,6.3344,159121408.0,1007943680.0,C1,0.247619,C1,C1,C1
llama31_8b,qmsum,15,rouge_l,13348,50567,6.8193,0.2331,0.07,0.9823,0.0187,0.130435,1.0,1003749376.0,1003749376.0,0.215054,29.285,33890304.0,992477184.0,0.196721,4.5929,217657116.8,999686144.0,0.198473,3.2792,304852992.0,999686144.0,0.261538,6.535,153354240.0,1002176512.0,0.3125,6.5636,152567808.0,1001390080.0,C5,0.3125,C1,C1,C1
llama31_8b,qmsum,16,rouge_l,25410,120528,9.0895,0.3251,0.1403,0.9999,0.003,0.169014,1.0,1002176512.0,1002176512.0,0.2,29.176,34021376.0,992608256.0,0.171429,4.6175,216641326.8,1000341504.0,0.184397,3.2705,306032640.0,1000865792.0,0.193548,6.7667,147193856.0,996016128.0,0.188406,6.535,153354240.0,1002176512.0,C1,0.2,C1,C1,C1
llama31_8b,qmsum,17,rouge_l,12119,49902,7.5304,0.2706,0.089,0.9998,0.0134,0.276596,1.0,993132544.0,993132544.0,0.288889,29.7294,33366016.0,991952896.0,0.408602,4.601,215680533.9,992346112.0,0.254902,3.3191,299610112.0,994443264.0,0.309278,6.8766,144441344.0,993263616.0,0.313725,6.7977,146407424.0,995229696.0,C2,0.408602,C1,C1,C1
llama31_8b,qmsum,18,rouge_l,18416,66930,7.5101,0.2821,0.068,0.9918,0.0104,0.201835,1.0,999030784.0,999030784.0,0.207792,27.3488,36380672.0,994967552.0,0.134454,4.61,217535712.6,1002831872.0,0.171429,3.2705,306032640.0,1000865792.0,0.19469,6.5972,151650304.0,1000472576.0,0.192308,6.6708,149684224.0,998506496.0,C1,0.207792,C1,C1,C1
llama31_8b,qmsum,19,rouge_l,5220,20018,6.724,0.2514,0.1084,0.9814,0.0191,0.135593,1.0,706740224.0,706740224.0,0.202247,19.8725,35201024.0,699531264.0,0.153846,4.5765,154628786.0,707657728.0,0.157895,3.2114,220111392.0,706871296.0,0.194175,4.6727,150994944.0,705560576.0,0.208333,4.7946,146145280.0,700710912.0,C5,0.208333,C1,C1,C1
llama31_8b,trec,0,classification,4956,22067,7.5377,0.316,0.2611,0.9997,0.0234,1.0,1.0,657850368.0,657850368.0,1.0,20.0349,32841728.0,657981440.0,1.0,4.5944,143186604.2,657850368.0,1.0,3.3091,198837216.0,657981440.0,1.0,4.614,142606336.0,657981440.0,1.0,4.614,142606336.0,657981440.0,C0,1.0,C1,C1,C1
llama31_8b,trec,1,classification,7145,31651,7.5619,0.3048,0.2321,0.9998,0.0244,0.0,1.0,944766976.0,944766976.0,0.0,28.7713,32841728.0,944898048.0,0.0,4.6106,204910054.8,944766976.0,0.0,3.3397,282926560.0,944898048.0,0.0,6.6259,142606336.0,944898048.0,0.0,6.6259,142606336.0,944898048.0,C0,0.0,C1,C1,C1
llama31_8b,trec,2,classification,10958,48491,7.7814,0.3009,0.2111,0.9999,0.0241,0.0,1.0,991297536.0,991297536.0,0.0,30.1881,32841728.0,991428608.0,0.0,4.6161,214747224.1,991297536.0,0.0,3.3427,296595456.0,991428608.0,0.0,6.9522,142606336.0,991428608.0,0.0,6.9522,142606336.0,991428608.0,C0,0.0,C1,C1,C1
llama31_8b,trec,3,classification,3338,14683,7.3828,0.3373,0.2846,0.9995,0.0236,1.0,1.0,445775872.0,445775872.0,1.0,13.5775,32841728.0,445906944.0,1.0,4.5724,97493231.5,445775872.0,1.0,3.2606,136756960.0,445906944.0,1.0,3.1268,142606336.0,445906944.0,1.0,3.1268,142606336.0,445906944.0,C0,1.0,C1,C1,C1
llama31_8b,trec,4,classification,10064,44441,7.7338,0.3009,0.2204,0.9998,0.0242,0.0,1.0,991297536.0,991297536.0,0.0,30.1881,32841728.0,991428608.0,0.0,4.6172,214696392.4,991297536.0,0.0,3.3427,296595456.0,991428608.0,0.0,6.9522,142606336.0,991428608.0,0.0,6.9522,142606336.0,991428608.0,C0,0.0,C1,C1,C1
llama31_8b,trec,5,classification,4316,18986,7.3006,0.309,0.2477,0.9996,0.0249,1.0,1.0,573964288.0,573964288.0,1.0,17.4807,32841728.0,574095360.0,1.0,4.5855,125169571.0,573964288.0,1.0,3.2947,174248320.0,574095360.0,1.0,4.0257,142606336.0,574095360.0,1.0,4.0257,142606336.0,574095360.0,C0,1.0,C1,C1,C1
llama31_8b,trec,6,classification,2849,12633,7.3902,0.3374,0.2945,0.9994,0.0237,1.0,1.0,381681664.0,381681664.0,1.0,11.6258,32841728.0,381812736.0,1.0,4.5647,83615882.2,381681664.0,1.0,3.2372,117945920.0,381812736.0,1.0,2.6774,142606336.0,381812736.0,1.0,2.6774,142606336.0,381812736.0,C0,1.0,C1,C1,C1
llama31_8b,trec,7,classification,9179,40923,7.6677,0.2964,0.2221,0.9998,0.024,1.0,1.0,991297536.0,991297536.0,1.0,30.1881,32841728.0,991428608.0,1.0,4.6153,214785927.4,991297536.0,1.0,3.3427,296595456.0,991428608.0,1.0,6.9522,142606336.0,991428608.0,1.0,6.9522,142606336.0,991428608.0,C0,1.0,C1,C1,C1
llama31_8b,trec,8,classification,10565,46752,7.8126,0.3025,0.2216,0.9999,0.0238,1.0,1.0,991297536.0,991297536.0,1.0,30.1881,32841728.0,991428608.0,1.0,4.6164,214733254.1,991297536.0,1.0,3.3427,296595456.0,991428608.0,1.0,6.9522,142606336.0,991428608.0,1.0,6.9522,142606336.0,991428608.0,C0,1.0,C1,C1,C1
llama31_8b,trec,9,classification,7817,34486,7.6659,0.3026,0.2318,0.9998,0.0239,1.0,1.0,991297536.0,991297536.0,0.0,30.1881,32841728.0,991428608.0,1.0,4.6198,214575297.9,991297536.0,1.0,3.3427,296595456.0,991428608.0,1.0,6.9522,142606336.0,991428608.0,1.0,6.9522,142606336.0,991428608.0,C0,1.0,C4,C4,C4
llama31_8b,trec,10,classification,11030,48978,7.89,0.304,0.2194,0.9999,0.0231,1.0,1.0,991297536.0,991297536.0,1.0,30.1881,32841728.0,991428608.0,1.0,4.6161,214748065.5,991297536.0,1.0,3.3427,296595456.0,991428608.0,1.0,6.9522,142606336.0,991428608.0,1.0,6.9522,142606336.0,991428608.0,C0,1.0,C1,C1,C1
llama31_8b,trec,11,classification,10282,45731,7.8247,0.3034,0.2211,0.9998,0.0235,1.0,1.0,991297536.0,991297536.0,1.0,30.1881,32841728.0,991428608.0,1.0,4.6154,214780244.1,991297536.0,1.0,3.3427,296595456.0,991428608.0,1.0,6.9522,142606336.0,991428608.0,1.0,6.9522,142606336.0,991428608.0,C0,1.0,C1,C1,C1
llama31_8b,trec,12,classification,2774,12440,7.2091,0.3334,0.287,0.9994,0.0239,1.0,1.0,371851264.0,371851264.0,1.0,11.3265,32841728.0,371982336.0,1.0,4.5607,81533599.4,371851264.0,1.0,3.2343,115010112.0,371982336.0,1.0,2.6085,142606336.0,371982336.0,1.0,2.6085,142606336.0,371982336.0,C0,1.0,C1,C1,C1
llama31_8b,trec,13,classification,10041,44636,7.7657,0.3005,0.2226,0.9998,0.0237,0.0,1.0,991297536.0,991297536.0,0.0,30.1881,32841728.0,991428608.0,0.0,4.6162,214741636.1,991297536.0,0.0,3.3427,296595456.0,991428608.0,0.0,6.9522,142606336.0,991428608.0,0.0,6.9522,142606336.0,991428608.0,C0,0.0,C1,C1,C1
llama31_8b,trec,14,classification,8470,37582,7.6394,0.3041,0.2262,0.9998,0.0242,1.0,1.0,991297536.0,991297536.0,0.0,30.1881,32841728.0,991428608.0,1.0,4.6159,214759289.1,991297536.0,1.0,3.3427,296595456.0,991428608.0,1.0,6.9522,142606336.0,991428608.0,1.0,6.9522,142606336.0,991428608.0,C0,1.0,C4,C4,C4
llama31_8b,trec,15,classification,8883,39237,7.6557,0.3005,0.2194,0.9998,0.024,1.0,1.0,991297536.0,991297536.0,1.0,30.1881,32841728.0,991428608.0,1.0,4.6145,214824551.2,991297536.0,1.0,3.3427,296595456.0,991428608.0,1.0,6.9522,142606336.0,991428608.0,1.0,6.9522,142606336.0,991428608.0,C0,1.0,C1,C1,C1
llama31_8b,trec,16,classification,8850,39057,7.7049,0.3051,0.2243,0.9998,0.0238,1.0,1.0,991297536.0,991297536.0,0.0,30.1881,32841728.0,991428608.0,1.0,4.6165,214730079.1,991297536.0,1.0,3.3427,296595456.0,991428608.0,1.0,6.9522,142606336.0,991428608.0,1.0,6.9522,142606336.0,991428608.0,C0,1.0,C4,C4,C4
